id,name
5dced40d9d6eb50010416ca4,Jurerê Floranópolis
5de54e337ba5e300103cfd44,Região Teste
5f6bac0f4056b0809fec905d,Ingleses Florianópolis
5feccc267338d35f5d5db049,Lagoa Florianópolis
5fecce37665fdaa3de944cf4,Canasvieiras Florianópolis
602a75c8eec9e72ddb4dc6d4,Centro Florianópolis
602a77423582199fd0c6e506,Campeche Florianópolis
6037a185bfab296e4af3ebcc,São Joaquim
6053541d2df7e5c0a22512fd,Fase 1 Florianópolis
