_id,name,hint,type,from,to,status,ratePlans,_idregion,useMonthlyRate
602aad6eeec9e732dc4dd2c0,Dezembro 2021 Campeche,,season,2021-12-01,2022-01-01,active,"[{'minStay': 5, '_i_percent': 0}]",602a77423582199fd0c6e506,False
604914a2861d9b368303a81d,Natal 2021 2021 Campeche,,event,2021-12-23,2021-12-27,active,"[{'minStay': 7, '_i_percent': 0}]",602a77423582199fd0c6e506,False
602aaf5c3582194f5fc6f2e4,Reveillon 2021 Campeche,,event,2021-12-27,2022-01-02,active,"[{'minStay': 7, '_i_percent': 0}]",602a77423582199fd0c6e506,False
602aae31358219fc56c6f167,Janeiro 2022 Campeche,,season,2022-01-01,2022-02-01,active,"[{'minStay': 7, '_i_percent': 0}]",602a77423582199fd0c6e506,False
6037a2423cadf81a6c43070f,Março 2021 São Joaquim,,season,2021-02-25,2021-04-01,active,"[{'minStay': 2, '_i_percent': 0}]",6037a185bfab296e4af3ebcc,False
6037a25b3cadf8668c430719,Abril 2021 São Joaquim,,season,2021-04-01,2021-05-01,active,"[{'minStay': 2, '_i_percent': 0}]",6037a185bfab296e4af3ebcc,False
6037b8c93cadf843d3430cac,Páscoa 2021 São Joaquim,,event,2021-04-01,2021-04-04,active,"[{'minStay': 2, '_i_percent': 0}]",6037a185bfab296e4af3ebcc,False
6037a2bfbfab294c08f3ebeb,Maio 2021 São Joaquim,,season,2021-05-01,2021-06-01,active,"[{'minStay': 2, '_i_percent': 0}]",6037a185bfab296e4af3ebcc,False
6037a2d8bfab2974abf3ebf3,Junho 2021 São Joaquim,,season,2021-06-01,2021-07-01,active,"[{'minStay': 2, '_i_percent': 0}]",6037a185bfab296e4af3ebcc,False
6037d0f1bfab291c91f3f7da,Corpus Christi São Joaquim,,event,2021-06-02,2021-06-06,active,"[{'minStay': 5, '_i_percent': 0}]",6037a185bfab296e4af3ebcc,False
6037a2fabfab29d328f3ec03,Julho 2021 São Joaquim,,season,2021-07-01,2021-08-01,active,"[{'minStay': 3, '_i_percent': 0}]",6037a185bfab296e4af3ebcc,False
6037a31bbfab29b472f3ec0f,Agosto 2021 São Joaquim,,season,2021-08-01,2021-09-01,active,"[{'minStay': 2, '_i_percent': 0}]",6037a185bfab296e4af3ebcc,False
6037a3333cadf8c1a9430736,Setembro 2021 São Joaquim,,season,2021-09-01,2021-10-01,active,"[{'minStay': 4, '_i_percent': 0}]",6037a185bfab296e4af3ebcc,False
6037d1283cadf82c8c431135,Independência São Joaquim,,event,2021-09-03,2021-09-07,active,"[{'minStay': 4, '_i_percent': 0}]",6037a185bfab296e4af3ebcc,False
6037a35cbfab29a9a2f3ec21,Outubro 2021 São Joaquim,,season,2021-10-01,2021-11-01,active,"[{'minStay': 4, '_i_percent': 0}]",6037a185bfab296e4af3ebcc,False
6037d156bfab29b08af3f80f,N Sra Aparecida São Joaquim,,event,2021-10-08,2021-10-12,active,"[{'minStay': 5, '_i_percent': 0}]",6037a185bfab296e4af3ebcc,False
6037d1763cadf87f5843117a,Finados São Joaquim,,event,2021-10-29,2021-11-02,active,"[{'minStay': 5, '_i_percent': 0}]",6037a185bfab296e4af3ebcc,False
6037a37c3cadf8aee2430744,Novembro 2021 São Joaquim,,season,2021-11-01,2021-12-01,active,"[{'minStay': 5, '_i_percent': 0}]",6037a185bfab296e4af3ebcc,False
6037d196bfab29af9ef3f829,República São Joaquim,,event,2021-11-12,2021-11-15,active,"[{'minStay': 5, '_i_percent': 0}]",6037a185bfab296e4af3ebcc,False
6037a3963cadf8f8c143074b,Dezembro 2021 São Joaquim,,season,2021-12-01,2022-01-01,active,"[{'minStay': 5, '_i_percent': 0}]",6037a185bfab296e4af3ebcc,False
604914df861d9be19703a871,Natal 2021 São Joaquim,,event,2021-12-23,2021-12-27,active,"[{'minStay': 5, '_i_percent': 0}]",6037a185bfab296e4af3ebcc,False
6037a4473cadf83a56430767,Ano Novo 2021 São Joaquim,,event,2021-12-27,2022-01-02,active,"[{'minStay': 7, '_i_percent': 0}]",6037a185bfab296e4af3ebcc,False
6037a3bf3cadf83cac430757,Janeiro 2022 São Joaquim,,season,2022-01-01,2022-02-01,active,"[{'minStay': 5, '_i_percent': 0}]",6037a185bfab296e4af3ebcc,False
605355234c7bec0895957446,Março 2021 Fase 1,,season,2021-03-01,2021-04-01,active,"[{'minStay': 2, '_i_percent': 0}]",6053541d2df7e5c0a22512fd,False
605355582df7e53a872513d8,Abril 2021 Fase 1,,season,2021-04-01,2021-05-01,active,"[{'minStay': 2, '_i_percent': 0}]",6053541d2df7e5c0a22512fd,False
605355784c7becf125957486,Páscoa 2021 Fase 1,,event,2021-04-01,2021-04-04,active,"[{'minStay': 2, '_i_percent': 0}]",6053541d2df7e5c0a22512fd,False
6053565b4c7bec994b957533,Maio 2021 Fase 1,,season,2021-05-01,2021-06-01,active,"[{'minStay': 2, '_i_percent': 0}]",6053541d2df7e5c0a22512fd,False
6053569a4c7bec8a47957586,Junho 2021 Fase 1,,season,2021-06-01,2021-07-01,active,"[{'minStay': 2, '_i_percent': 0}]",6053541d2df7e5c0a22512fd,False
605356c34c7bec02939575e1,Corpus Christi 2021 Fase 1,,event,2021-06-02,2021-06-06,active,"[{'minStay': 5, '_i_percent': 0}]",6053541d2df7e5c0a22512fd,False
605356ff2df7e57a812515b7,Julho 2021 Fase 1,,season,2021-07-01,2021-08-01,active,"[{'minStay': 3, '_i_percent': 0}]",6053541d2df7e5c0a22512fd,False
6053573c2df7e52a252516c9,Agosto 2021 Fase 1,,season,2021-08-01,2021-09-01,active,"[{'minStay': 2, '_i_percent': 0}]",6053541d2df7e5c0a22512fd,False
605357824c7bec7b69957844,Setembro 2021 Fase 1,,season,2021-09-01,2021-10-01,active,"[{'minStay': 2, '_i_percent': 0}]",6053541d2df7e5c0a22512fd,False
605357a02df7e5245b251739,Feriado Independencia 2021 Fase 1,,event,2021-09-03,2021-09-07,active,"[{'minStay': 4, '_i_percent': 0}]",6053541d2df7e5c0a22512fd,False
605357fddcf1917b7d791834,Iron Man Ingleses 2021 Fase 1,,event,2021-09-16,2021-09-22,active,"[{'minStay': 3, '_i_percent': 0}]",6053541d2df7e5c0a22512fd,False
605358534c7bec3c50957b35,Outubro 2021 Fase 1,,season,2021-10-01,2021-11-01,active,"[{'minStay': 5, '_i_percent': 0}]",6053541d2df7e5c0a22512fd,False
605358834c7bec391d957bef,Feriado N S Aparecida 2021 Fase 1,,event,2021-10-08,2021-10-12,active,"[{'minStay': 5, '_i_percent': 0}]",6053541d2df7e5c0a22512fd,False
605358af4c7bec64c5957c9b,Feriado Finados 2021 Fase 1,,event,2021-10-29,2021-11-02,active,"[{'minStay': 5, '_i_percent': 0}]",6053541d2df7e5c0a22512fd,False
605358e54c7bec5657957d75,Novembro 2021 Fase 1,,season,2021-11-01,2021-12-01,active,"[{'minStay': 5, '_i_percent': 0}]",6053541d2df7e5c0a22512fd,False
60535917dcf1916cec7918a5,Iron Man 2021 Jurere Fase 1,,event,2021-11-04,2021-11-08,active,"[{'minStay': 5, '_i_percent': 0}]",6053541d2df7e5c0a22512fd,False
60535943dcf191844d7918ae,Feriado República 2021 Fase 1,,event,2021-11-12,2021-11-15,active,"[{'minStay': 5, '_i_percent': 0}]",6053541d2df7e5c0a22512fd,False
6053599d4c7bec805e957f56,Dezembro 2021 Fase 1,,season,2021-12-01,2022-01-01,active,"[{'minStay': 5, '_i_percent': 0}]",6053541d2df7e5c0a22512fd,False
605359bc4c7bec7eee957f75,Natal 2021 Fase 1,,event,2021-12-23,2021-12-27,active,"[{'minStay': 5, '_i_percent': 0}]",6053541d2df7e5c0a22512fd,False
605359e74c7becadce957f8a,Ano Novo 2021 Fase 1,,event,2021-12-27,2022-01-02,active,"[{'minStay': 7, '_i_percent': 0}]",6053541d2df7e5c0a22512fd,False
60535a1c4c7bec9eea957fae,Janeiro 2022 Fase 1,,season,2022-01-01,2022-02-01,active,"[{'minStay': 7, '_i_percent': 0}]",6053541d2df7e5c0a22512fd,False
